ocorrencia_classificacao;ocorrencia_uf;total_aeronaves_envolvidas;ocorrencia_saida_pista;aeronave_tipo_veiculo;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE GRAVE;MT;1;SIM;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;PRIVADA;SUBSTANCIAL
ACIDENTE;RO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;INDETERMINADA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE GRAVE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;POUSO;REGULAR;NENHUM
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
INCIDENTE;***;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;CRUZEIRO;PRIVADA;LEVE
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;CRUZEIRO;PRIVADA;LEVE
INCIDENTE;RO;1;NÃO;AVIÃO;JATO;BIMOTOR;POUSO;TÁXI AÉREO;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;INSTRUÇÃO;LEVE
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CIRCUITO DE TRÁFEGO;PRIVADA;SUBSTANCIAL
INCIDENTE;SC;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE GRAVE;GO;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE;PE;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;***;***;***;SUBIDA;REGULAR;NENHUM
INCIDENTE GRAVE;GO;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
ACIDENTE;SP;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;PE;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE GRAVE;MA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;AGRÍCOLA;LEVE
INCIDENTE;MG;1;NÃO;***;***;SEM TRAÇÃO;POUSO;INSTRUÇÃO;NENHUM
INCIDENTE;SP;1;NÃO;***;***;***;MANOBRA;***;***
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;SP;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;NENHUM
INCIDENTE;DF;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;DECOLAGEM;PRIVADA;NENHUM
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE GRAVE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;LEVE
ACIDENTE;MA;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;DECOLAGEM;PRIVADA;SUBSTANCIAL
INCIDENTE;PB;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;LEVE
INCIDENTE;MA;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;APROXIMAÇÃO FINAL;POLICIAL;LEVE
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;CRUZEIRO;ESPECIALIZADA;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;PRIVADA;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;CE;1;NÃO;AVIÃO;0;MONOMOTOR;DECOLAGEM;REGULAR;LEVE
INCIDENTE;DF;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;***;***;***;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ARREMETIDA NO SOLO;INSTRUÇÃO;SUBSTANCIAL
ACIDENTE;BA;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;RETA FINAL;TÁXI AÉREO;SUBSTANCIAL
INCIDENTE GRAVE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CORRIDA APÓS POUSO;POLICIAL;LEVE
ACIDENTE;MG;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;MS;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SC;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;DECOLAGEM;TÁXI AÉREO;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;SUBIDA;PRIVADA;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CRUZEIRO;PRIVADA;LEVE
INCIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;TÁXI;PRIVADA;LEVE
INCIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;DECOLAGEM;PRIVADA;LEVE
INCIDENTE GRAVE;RJ;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;LEVE
INCIDENTE;PE;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;AM;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;***;***;SEM TRAÇÃO;SUBIDA;REGULAR;NENHUM
ACIDENTE;MT;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
INCIDENTE;RO;2;NÃO;AVIÃO;***;SEM TRAÇÃO;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;RJ;1;SIM;AVIÃO;***;SEM TRAÇÃO;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;APROXIMAÇÃO FINAL;PRIVADA;LEVE
INCIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;TÁXI;PRIVADA;LEVE
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;SUBSTANCIAL
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE GRAVE;SC;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;ARREMETIDA NO AR;INSTRUÇÃO;NENHUM
INCIDENTE;AM;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;DECOLAGEM;PRIVADA;NENHUM
ACIDENTE;MA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;MA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;SUBSTANCIAL
INCIDENTE;RN;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;POUSO;TÁXI AÉREO;NENHUM
INCIDENTE;MS;1;NÃO;AVIÃO;0;SEM TRAÇÃO;CRUZEIRO;POLICIAL;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;***;DESCIDA;REGULAR;NENHUM
ACIDENTE;AM;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;SC;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;DESTRUÍDA
INCIDENTE GRAVE;SP;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE
INCIDENTE GRAVE;SC;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;POUSO;PRIVADA;LEVE
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE GRAVE;PE;1;SIM;AVIÃO;JATO;BIMOTOR;CORRIDA APÓS POUSO;REGULAR;LEVE
INCIDENTE;SP;2;NÃO;AVIÃO;***;SEM TRAÇÃO;DECOLAGEM;TÁXI AÉREO;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;PRIVADA;LEVE
INCIDENTE;AM;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;NÃO REGULAR;LEVE
ACIDENTE;RS;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;TÁXI;POLICIAL;LEVE
ACIDENTE;MG;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;NENHUM
ACIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;PRIVADA;SUBSTANCIAL
INCIDENTE;RO;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE GRAVE;SP;1;NÃO;***;***;SEM TRAÇÃO;CRUZEIRO;PRIVADA;NENHUM
ACIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;MS;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;APROXIMAÇÃO FINAL;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;LEVE
INCIDENTE GRAVE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;TÁXI;PRIVADA;LEVE
ACIDENTE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;NENHUM
ACIDENTE;DF;1;SIM;AVIÃO;TURBOÉLICE;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;MG;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;DESCIDA;REGULAR;NENHUM
INCIDENTE;RJ;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;CRUZEIRO;TÁXI AÉREO;NENHUM
INCIDENTE;BA;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;PA;1;NÃO;***;***;***;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;GO;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;NENHUM
INCIDENTE GRAVE;SP;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;0;MONOMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CORRIDA APÓS POUSO;NÃO REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;SUBIDA;PRIVADA;NENHUM
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;AM;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ARREMETIDA NO SOLO;PRIVADA;SUBSTANCIAL
INCIDENTE GRAVE;BA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
ACIDENTE;BA;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;PRIVADA;DESTRUÍDA
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;PRIVADA;NENHUM
ACIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL
ACIDENTE;SC;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;TÁXI AÉREO;SUBSTANCIAL
INCIDENTE GRAVE;MG;1;SIM;AVIÃO;TURBOÉLICE;BIMOTOR;CORRIDA APÓS POUSO;POLICIAL;LEVE
INCIDENTE GRAVE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;NENHUM
ACIDENTE;MT;1;NÃO;AVIÃO;***;SEM TRAÇÃO;SUBIDA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;PA;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;APROXIMAÇÃO FINAL;PRIVADA;LEVE
ACIDENTE;PI;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;PA;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;POLICIAL;NENHUM
INCIDENTE;SP;1;SIM;AVIÃO;***;SEM TRAÇÃO;CORRIDA APÓS POUSO;PRIVADA;LEVE
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;AGRÍCOLA;LEVE
INCIDENTE GRAVE;RS;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;LEVE
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;LEVE
INCIDENTE;SC;1;NÃO;AVIÃO;JATO;BIMOTOR;DESCIDA;PRIVADA;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;INDETERMINADA;PRIVADA;LEVE
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;PRIVADA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;AM;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE GRAVE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;LEVE
ACIDENTE;MA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SC;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE;SC;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;LEVE
INCIDENTE;PE;1;NÃO;***;***;***;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;AC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;SUBIDA;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;MANOBRA;ESPECIALIZADA;SUBSTANCIAL
INCIDENTE GRAVE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;LEVE
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;TÁXI;POLICIAL;LEVE
INCIDENTE;PE;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;LEVE
INCIDENTE;AM;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE
INCIDENTE;SP;1;SIM;AVIÃO;TURBOÉLICE;MONOMOTOR;TÁXI;PRIVADA;NENHUM
ACIDENTE;GO;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;DESCIDA;REGULAR;NENHUM
INCIDENTE GRAVE;SP;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE GRAVE;PB;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CIRCUITO DE TRÁFEGO;INSTRUÇÃO;LEVE
ACIDENTE;MS;1;SIM;AVIÃO;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE;BA;2;NÃO;AVIÃO;JATO;BIMOTOR;TÁXI;REGULAR;NENHUM
INCIDENTE;MT;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;SUBIDA;REGULAR;LEVE
INCIDENTE;PR;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;LEVE
INCIDENTE;ES;1;NÃO;***;***;***;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SP;2;NÃO;AVIÃO;JATO;TRIMOTOR;TÁXI;REGULAR;NENHUM
ACIDENTE;SP;1;SIM;ULTRALEVE;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;INDETERMINADA;AGRÍCOLA;DESTRUÍDA
ACIDENTE;RO;1;SIM;AVIÃO;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;TÁXI AÉREO;SUBSTANCIAL
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;BA;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE GRAVE;TO;1;SIM;AVIÃO;***;SEM TRAÇÃO;CORRIDA APÓS POUSO;AGRÍCOLA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;APROXIMAÇÃO FINAL;NÃO REGULAR;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;REGULAR;NENHUM
ACIDENTE;RS;1;SIM;AVIÃO;JATO;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE GRAVE;MT;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;LEVE
INCIDENTE;ES;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
ACIDENTE;MS;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;DESTRUÍDA
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;BA;1;NÃO;AVIÃO;JATO;BIMOTOR;DESCIDA;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;TÁXI AÉREO;LEVE
INCIDENTE;TO;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE GRAVE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;POUSO;PRIVADA;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;PRIVADA;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM
ACIDENTE;MT;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;POUSO;TÁXI AÉREO;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
ACIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;INDETERMINADA;***;DESTRUÍDA
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;LEVE
ACIDENTE;TO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;PRIVADA;SUBSTANCIAL
INCIDENTE;AM;1;NÃO;AVIÃO;***;SEM TRAÇÃO;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;MG;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;SUBIDA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE GRAVE;MG;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;INSTRUÇÃO;LEVE
INCIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;LEVE
INCIDENTE GRAVE;MS;1;NÃO;AVIÃO;***;SEM TRAÇÃO;VOO A BAIXA ALTURA;ESPECIALIZADA;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE GRAVE;MS;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;RS;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;DECOLAGEM;REGULAR;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;DESCIDA;REGULAR;NENHUM
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;ESPECIALIZADA;DESTRUÍDA
INCIDENTE;MG;1;NÃO;AVIÃO;0;BIMOTOR;TÁXI;PRIVADA;LEVE
ACIDENTE;MT;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CRUZEIRO;PRIVADA;DESTRUÍDA
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE GRAVE;GO;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;LEVE
INCIDENTE GRAVE;RR;1;NÃO;AVIÃO;***;SEM TRAÇÃO;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE
